conv_index	question_id	time	label
98	39892	Mar 10, 2018 6:40:57 PM	329
98	39711	Mar 10, 2018 6:41:12 PM	63
98	7529	Mar 10, 2018 6:41:28 PM	94
98	32143	Mar 10, 2018 6:42:08 PM	22
99	4224	Mar 10, 2018 8:59:18 AM	155
99	41979	Mar 10, 2018 9:35:26 AM	91
99	36036	Mar 10, 2018 9:38:15 AM	91
100	31231	Mar 10, 2018 9:58:07 PM	165
100	31708	Mar 10, 2018 9:58:17 PM	258
100	20282	Mar 10, 2018 9:59:12 PM	233
101	18326	Mar 10, 2018 4:07:54 AM	181
101	39980	Mar 10, 2018 4:08:07 AM	25
101	21864	Mar 10, 2018 4:08:15 AM	261
101	4805	Mar 10, 2018 4:08:29 AM	82
102	2129	Mar 10, 2018 9:52:28 PM	251
102	25225	Mar 10, 2018 9:52:52 PM	129
102	22452	Mar 10, 2018 9:53:05 PM	268
103	24499	Mar 10, 2018 5:10:59 PM	72
103	9454	Mar 10, 2018 5:11:05 PM	201
103	39895	Mar 10, 2018 5:11:18 PM	71
103	24715	Mar 10, 2018 5:11:25 PM	261
104	32337	Mar 10, 2018 3:53:46 PM	305
104	27502	Mar 10, 2018 3:54:52 PM	13
104	1934	Mar 10, 2018 3:56:05 PM	149
105	31606	Mar 10, 2018 12:40:46 PM	80
105	28249	Mar 10, 2018 12:41:38 PM	41
105	5456	Mar 10, 2018 12:41:54 PM	268
105	2433	Mar 10, 2018 12:42:19 PM	272
105	14003	Mar 10, 2018 12:42:29 PM	21
106	43932	Mar 10, 2018 4:33:46 PM	353
106	13156	Mar 10, 2018 4:34:41 PM	1
106	14457	Mar 10, 2018 4:34:51 PM	260
106	35898	Mar 10, 2018 4:34:59 PM	302
106	34851	Mar 10, 2018 4:35:08 PM	90
106	23891	Mar 10, 2018 4:35:19 PM	17
106	9912	Mar 10, 2018 4:35:31 PM	261
106	36358	Mar 10, 2018 4:36:02 PM	73
106	19213	Mar 10, 2018 4:36:19 PM	308
107	41183	Mar 10, 2018 1:20:48 PM	99
107	18109	Mar 10, 2018 1:21:03 PM	199
107	37683	Mar 10, 2018 1:21:34 PM	268
108	1686	Mar 10, 2018 8:09:09 PM	155
108	36928	Mar 10, 2018 8:10:05 PM	155
109	3164	Mar 10, 2018 7:17:20 PM	353
109	17524	Mar 10, 2018 7:17:32 PM	149
109	4021	Mar 10, 2018 7:17:50 PM	251
109	4158	Mar 10, 2018 7:18:30 PM	149
109	24089	Mar 10, 2018 7:18:37 PM	305
109	13619	Mar 10, 2018 7:18:44 PM	304
109	21289	Mar 10, 2018 7:18:56 PM	305
109	35216	Mar 10, 2018 7:19:37 PM	304
109	38214	Mar 10, 2018 7:20:14 PM	165
110	7159	Mar 10, 2018 9:21:13 PM	21
110	27100	Mar 10, 2018 9:21:32 PM	367
111	7275	Mar 10, 2018 11:14:26 AM	272
111	26389	Mar 10, 2018 11:14:42 AM	199
111	20401	Mar 10, 2018 11:15:12 AM	93
111	6901	Mar 10, 2018 11:15:21 AM	224
112	7301	Mar 10, 2018 6:10:01 PM	319
112	4714	Mar 10, 2018 6:10:14 PM	319
112	35854	Mar 10, 2018 6:10:20 PM	340
112	22344	Mar 10, 2018 6:10:30 PM	319
112	18795	Mar 10, 2018 6:10:39 PM	319
112	29133	Mar 10, 2018 6:10:43 PM	236
112	34374	Mar 10, 2018 6:10:52 PM	98
113	18419	Mar 10, 2018 1:40:45 PM	379
113	25613	Mar 10, 2018 1:41:11 PM	137
114	20146	Mar 10, 2018 8:13:53 PM	367
114	22448	Mar 10, 2018 8:14:09 PM	179
114	14892	Mar 10, 2018 8:14:28 PM	236
115	27074	Mar 10, 2018 12:35:00 PM	268
115	25100	Mar 10, 2018 12:35:40 PM	36
115	29126	Mar 10, 2018 12:36:02 PM	62
116	16294	Mar 10, 2018 12:07:31 PM	340
116	27403	Mar 10, 2018 12:07:49 PM	367
116	6960	Mar 10, 2018 12:08:16 PM	125
117	34671	Mar 10, 2018 8:11:23 PM	367
117	30568	Mar 10, 2018 8:11:40 PM	297
118	14440	Mar 10, 2018 11:51:43 PM	223
118	27213	Mar 10, 2018 11:52:03 PM	308
118	20217	Mar 10, 2018 11:52:15 PM	168
118	32366	Mar 10, 2018 11:52:35 PM	223
118	35160	Mar 10, 2018 11:52:43 PM	253
119	26896	Mar 10, 2018 7:09:05 PM	80
119	304	Mar 10, 2018 7:09:19 PM	367
119	13339	Mar 10, 2018 7:09:31 PM	224
119	13256	Mar 10, 2018 7:09:35 PM	89
119	28943	Mar 10, 2018 7:09:39 PM	268
119	24993	Mar 10, 2018 7:10:03 PM	367
120	32330	Mar 10, 2018 8:28:02 AM	308
120	22500	Mar 10, 2018 8:28:51 AM	223
121	28217	Mar 10, 2018 8:06:40 PM	217
121	43424	Mar 10, 2018 8:06:53 PM	263
121	12381	Mar 10, 2018 8:07:07 PM	105
121	21247	Mar 10, 2018 8:07:10 PM	238
121	12100	Mar 10, 2018 8:07:17 PM	374
121	18261	Mar 10, 2018 8:07:23 PM	42
122	30103	Mar 10, 2018 8:25:40 PM	261
122	6702	Mar 10, 2018 8:26:39 PM	71
122	16829	Mar 10, 2018 8:26:44 PM	131
122	26958	Mar 10, 2018 8:27:23 PM	129
122	8677	Mar 10, 2018 8:27:41 PM	92
122	22064	Mar 10, 2018 8:27:45 PM	150
123	27794	Mar 10, 2018 12:17:12 AM	353
123	26999	Mar 10, 2018 12:17:29 AM	253
123	42746	Mar 10, 2018 12:18:02 AM	150
123	38292	Mar 10, 2018 12:18:21 AM	261
124	8697	Mar 10, 2018 8:38:26 AM	149
124	1802	Mar 10, 2018 8:38:35 AM	353
124	42166	Mar 10, 2018 8:38:47 AM	73
124	24084	Mar 10, 2018 8:38:50 AM	68
124	22303	Mar 10, 2018 8:38:56 AM	21
125	2719	Mar 10, 2018 8:07:18 PM	16
125	14572	Mar 10, 2018 8:07:29 PM	13
125	2897	Mar 10, 2018 8:08:11 PM	155
126	6147	Mar 10, 2018 10:00:13 AM	171
126	1560	Mar 10, 2018 10:00:38 AM	278
126	6793	Mar 10, 2018 10:00:45 AM	113
126	13729	Mar 10, 2018 10:00:53 AM	356
126	1775	Mar 10, 2018 10:01:06 AM	137
127	18323	Mar 10, 2018 9:19:00 AM	268
127	35819	Mar 10, 2018 9:19:23 AM	268
127	27225	Mar 10, 2018 9:19:28 AM	216
128	11192	Mar 10, 2018 10:52:10 AM	261
128	36762	Mar 10, 2018 10:52:53 AM	129
128	10175	Mar 10, 2018 11:09:03 AM	71
128	32178	Mar 10, 2018 11:09:07 AM	92
128	41581	Mar 10, 2018 11:09:18 AM	150
128	38712	Mar 10, 2018 11:09:22 AM	131
128	28049	Mar 10, 2018 11:09:48 AM	335
129	5289	Mar 10, 2018 2:49:58 PM	150
129	23559	Mar 10, 2018 2:50:07 PM	71
129	10135	Mar 10, 2018 2:50:09 PM	92
129	23453	Mar 10, 2018 2:50:19 PM	201
130	15885	Mar 10, 2018 10:35:43 AM	72
130	21898	Mar 10, 2018 10:35:56 AM	57
130	18678	Mar 10, 2018 10:36:28 AM	149
130	28473	Mar 10, 2018 10:37:13 AM	171
130	27811	Mar 10, 2018 10:37:41 AM	340
130	4852	Mar 10, 2018 10:38:03 AM	217
130	26223	Mar 10, 2018 10:38:24 AM	236
131	8186	Mar 10, 2018 5:27:38 PM	367
131	7981	Mar 10, 2018 5:28:05 PM	297
131	8167	Mar 10, 2018 5:28:30 PM	268
131	39450	Mar 10, 2018 5:29:29 PM	297
132	6578	Mar 10, 2018 10:35:54 PM	277
132	36553	Mar 10, 2018 10:36:20 PM	91
133	19396	Mar 10, 2018 7:04:26 PM	272
133	23834	Mar 10, 2018 7:04:33 PM	125
133	34128	Mar 10, 2018 7:04:49 PM	21
133	2106	Mar 10, 2018 7:04:57 PM	130
133	29643	Mar 10, 2018 7:05:16 PM	149
133	1902	Mar 10, 2018 7:05:24 PM	319
134	39985	Mar 10, 2018 9:09:49 AM	129
134	43953	Mar 10, 2018 9:11:24 AM	129
134	21025	Mar 10, 2018 9:12:00 AM	71
135	35520	Mar 10, 2018 1:29:37 PM	319
135	27814	Mar 10, 2018 1:29:48 PM	217
135	25966	Mar 10, 2018 1:29:54 PM	105
135	8708	Mar 10, 2018 1:30:11 PM	63
135	39700	Mar 10, 2018 1:30:22 PM	63
135	31668	Mar 10, 2018 1:30:36 PM	319
136	2911	Mar 10, 2018 12:25:22 PM	165
